track,artist,seeds,spotify_id,genre,acousticness,danceability,energy,liveness,loudness,tempo,valence
Emotionally Yours,Bob Dylan,['tender'],55goY0nDYL9xbrsl3019RT,pop,0.0512,0.387,0.357,0.161,-13.394,145.75,0.202
Of Raymond,Lambchop,['tender'],3YQevHenmj2X5ATRoRmFV3,indie,0.882,0.663,0.357,0.106,-14.607,127.503,0.507
Turning,Suzanne Ciani,['tender'],5XaVqwrN4WXABLiX969wG0,piano,0.786,0.289,0.296,0.0726,-14.422,122.925,0.152
In Between Love,Tom Waits,['tender'],3Sz742rf3K8p1yQZoYXuxm,rock,0.953,0.561,0.0753,0.0853,-17.658,74.601,0.385
Inca Rag/Name Game,The Fiery Furnaces,"['tender', 'whimsical']",4GipplvdHYi6aUSLXnYkN0,indie,0.939,0.652,0.636,0.103,-7.797,111.793,0.515
My Sweet Lady,John Denver,['tender'],08ZAVXwts5Ye1PFBNo3NGS,country,0.918,0.495,0.105,0.111,-15.059,77.45,0.318
Aqui,Tulipa Ruiz,['tender'],6J0ks2jNW6kOXwvDL4zanw,indie,0.429,0.692,0.558,0.232,-8.806,97.973,0.507
Sadly Beautiful,The Replacements,['tender'],0jfj3Q6zvyvS0VsAu4Rf69,rock,0.858,0.538,0.237,0.347,-17.937,105.937,0.492
In My Life Today,Lenny Kravitz,['tender'],3sZY6lPqHwXWx3AnB3pugz,rock,0.0473,0.544,0.628,0.412,-7.343,123.067,0.524
Linnuton puu,Anna Puu,['tender'],4OI4WZXt9PYzga2VTN5FRF,pop,0.775,0.601,0.211,0.113,-10.874,93.649,0.285
When Did You Leave Heaven?,Bob Dylan,['tender'],4l3sLgk1dK81AkoozpFux5,rock,0.143,0.575,0.297,0.13,-14.212,87.711,0.533
Von Gott verbrüht,Tomte,['tender'],3HSsk6XsbkOhmrJUyeZV3S,indie,0.0245,0.623,0.608,0.119,-8.142,98.005,0.32
Bad Boys And Painkillers,James Dean Bradfield,['tender'],5hCgB00BJ65wfmbvK8Qbu6,indie,0.00614,0.54,0.687,0.141,-5.463,140.02,0.527
Do I Love You?,Jane Monheit,['tender'],4UmpFXo7QoO7I6Dz3yeNAH,jazz,0.923,0.453,0.309,0.135,-11.379,81.532,0.307
Sideways Here We Come,Die! Die! Die!,['tender'],56xZjKy9eGabvEOh5WOM1v,indie,0.0312,0.378,0.973,0.329,-5.884,130.374,0.421
I Still Cry,Ilse DeLange,['tender'],2p46wFVZU0jx3kAiVb5ztI,country,0.315,0.539,0.348,0.125,-8.886,98.024,0.158
If Not For You,Bryan Ferry,['tender'],5G9ymM9eNuTUeiMkxmESnG,rock,0.26,0.726,0.597,0.0776,-7.782,125.903,0.971
Under Your Spell,Bob Dylan,['tender'],5NXLQMyRcKGZmpkaHHsb3x,rock,0.406,0.644,0.467,0.323,-12.235,94.077,0.592
Thank You Girl,John Hiatt,['tender'],3HzCwXDxrx1XvHOSDATNw7,rock,0.00792,0.599,0.71,0.178,-11.612,110.109,0.939
Suzieju,Lambchop,['tender'],2mO00d8OhvUu6fbPkm7iIn,rock,0.799,0.428,0.195,0.119,-17.28,165.778,0.53
She and I,Alabama,['tender'],0kQUD1MgW72FHonZrkBJiL,country,0.204,0.753,0.572,0.244,-10.672,114.534,0.861
Tender (Cornelius Remix),Blur,['tender'],2IWEkHLflOZzBEQ6HHBomd,rock,0.177,0.518,0.728,0.101,-8.822,151.835,0.442
The Tocsin,Fool's Garden,['tender'],3mX0lFNH6e3BdireGn1eGz,pop,0.967,0.421,0.249,0.162,-11.225,137.444,0.161
Friends With You,John Denver,['tender'],64QPZMjjgMDHIoM0LCc3mx,country,0.751,0.328,0.298,0.0635,-13.133,87.476,0.374
Learning How To Love You,John Hiatt,['tender'],4POvUFEJXYwOFRUqPwyI3y,country,0.72,0.491,0.219,0.107,-15.352,107.645,0.301
Breakfast In Bed,Shelby Lynne,['tender'],46lbk2Tj6a4slP3jb7fn9H,rock,0.86,0.697,0.293,0.128,-13.172,142.34,0.326
The Desperate Ones,Nina Simone,['tender'],5rp0fXPhQ8ZuQ2GYrBPata,jazz,0.942,0.591,0.19,0.115,-18.28,112.409,0.256
The Awful Truth of Loving,Rainer Maria,"['tender', 'rousing']",2jbYNzBtwlP5U81ghvtrkA,indie,0.0131,0.43,0.925,0.189,-4.124,117.679,0.461
New Day,Robbie Seay Band,['tender'],1Jc3DqBxWynXZPQLmOEHEe,pop,0.139,0.501,0.629,0.228,-5.227,143.926,0.454
Laura,Oscar Peterson,['tender'],6zPSc1DrdVWjouwDVF5B0I,jazz,0.991,0.427,0.134,0.0782,-18.112,134.705,0.0515
Cruel Tricks of the Light,Grammatics,['tender'],7dzOF2MqNTdEOuwJE5mAgT,indie,0.555,0.284,0.262,0.25,-8.906,79.047,0.193
"The Earth, the Sun, the Rain",Color Me Badd,['tender'],20lzW8sXHa20GVDyIwJihy,pop,0.63,0.29,0.515,0.084,-9.42,77.213,0.28
Still Waters Run Deep,Bee Gees,['tender'],5qo79ju0ksdDG3dXUeZAc3,pop,0.224,0.784,0.476,0.418,-8.283,98.048,0.624
Because of Toledo,The Blue Nile,['tender'],1RuNDX7qM2b44nRPPUVr7v,pop,0.891,0.628,0.168,0.122,-14.46,98.962,0.0962
Morning at the Hotel,Zbigniew Preisner,['tender'],0ytNVtgfqMsfU2Cc4gUhUF,soundtrack,0.682,0.23,0.161,0.0901,-12.242,211.092,0.201
My Gurl,Joan as Police Woman,['tender'],71cV7sqN9QZYabCDIHlRxk,indie,0.61,0.455,0.488,0.184,-7.521,131.513,0.18
Minun tuulessa soi,Kaija Koo,['tender'],5cx9ofaOjcnyCRDSqgKAp1,pop,0.132,0.774,0.732,0.141,-7.01,135.952,0.943
Besame Mucho,Grant Green,['tender'],6D4Ue8r1kQe4rNnFVCCOPL,jazz,0.799,0.587,0.277,0.149,-14.656,111.661,0.428
Something Happened,Billy Bragg,['tender'],37toNsEq7XDHtMcQfrcW45,rock,0.0146,0.531,0.613,0.113,-6.714,108.458,0.347
At Your Most Beautiful,Last Days of April,['tender'],6aYPCAMU3FHcsps9WsExpS,indie,0.52,0.224,0.283,0.105,-10.199,63.454,0.111
Body and Soul,Lester Young,['tender'],2TWXs8HgUV2j3v7eA2SbhE,jazz,0.99,0.535,0.064,0.108,-18.77,77.57,0.404
Livin' On Love,Ilse DeLange,['tender'],2V8Qa94Acc9xrO2UW4KKSd,country,0.0765,0.444,0.913,0.336,-4.04,178.028,0.713
Hou Me Vast,De Dijk,['tender'],53oxJkFqL9kXHvqahF33jO,rock,0.0558,0.591,0.536,0.161,-10.19,92.956,0.224
Dieser Fehler,Klee,['tender'],1kNozUc6jDcoNF6MXg6KNf,pop,0.00287,0.534,0.777,0.128,-6.181,144.018,0.704
A Woman In Love,Joan Armatrading,['tender'],466txo82UeWyIsH6QtcaB7,blues,0.0725,0.799,0.896,0.0681,-5.815,120.055,0.72
Für immer,Klee,['tender'],6zbm76EA0ne47OXM9lWU00,pop,0.00806,0.492,0.897,0.113,-8.096,132.973,0.492
Is Anybody There?,John Hiatt,['tender'],185LNCD7729w7lNInRpLZB,rock,0.72,0.606,0.451,0.104,-9.376,83.478,0.438
"Cherie, I Love You",Nat King Cole,['tender'],7LPPkBgnwPGiWMJ5e3qcku,jazz,0.702,0.195,0.221,0.123,-13.94,82.322,0.146
Wedding Dance,I Salonisti,['tender'],0GoLLvxwijstxgN7GYiMV1,soundtrack,0.53,0.323,0.174,0.922,-15.764,172.251,0.696
Lorena,Waylon Jennings,['tender'],3YgihxTssrPbkbbNEADjLu,country,0.922,0.541,0.16,0.121,-15.506,100.953,0.6
Colombia,Anjulie,['tender'],5ORIhxBovwY9HIa5jrnzij,jazz,0.313,0.682,0.846,0.229,-4.116,124.087,0.561
On A String,The Changes,['tender'],0fr7AsCg8QCKFthZ3GZJP5,indie,0.00972,0.59,0.921,0.101,-3.332,121.97,0.742
Then Again,Alabama,['tender'],4RTnqcFc11c7AlDRYLp9Dw,country,0.6,0.515,0.219,0.143,-13.717,103.603,0.143
Once Upon a Lifetime,Alabama,['tender'],7kVezbgVeZGCNRZ7ITSMZN,country,0.622,0.531,0.227,0.145,-12.742,129.89,0.0979
Piange Il Sole,Luca Dirisio,['tender'],5891SfWnYCCRMQTewko6Wu,pop,0.0555,0.577,0.694,0.101,-6.506,95.071,0.388
What Sorry Could Be,Aaron Sprinkle,['tender'],6IMI9z2SI9lCGLeRCgblLU,alternative,0.326,0.62,0.404,0.129,-9.35,154.956,0.191
Let Them See You,Colton Dixon,['tender'],7jeAbAj6qdfqBWFjlOpOem,alternative,0.717,0.307,0.273,0.104,-9.21,82.341,0.259
Bring Back Your Love To Me,John Hiatt,['tender'],7dlItIsf6bnCFH0k7aKrA8,rock,0.252,0.708,0.421,0.12,-13.183,101.497,0.6
Horses,Chris Rea,['tender'],0iLtEtY7varqkWvozqFzwD,soundtrack,0.932,0.567,0.405,0.438,-13.861,138.153,0.315
My Radio Star,Midas Fall,['tender'],7mkNBBlU9X8n7MFeKcDQIS,indie,0.000252,0.342,0.756,0.345,-7.015,174.992,0.227
Sweet Lorraine,Coleman Hawkins,['tender'],4cf27ubkEqlq64MAdqHOyT,jazz,0.968,0.577,0.256,0.155,-13.237,91.494,0.675
Review My Kisses,LeAnn Rimes,['tender'],38ziKCMk9rinPgY5S584PD,pop,0.686,0.233,0.606,0.106,-6.22,173.096,0.209
I Watch You Sleeping,John Denver,['tender'],4S61uw2iSaIFkQ3MRC7HHo,country,0.452,0.388,0.209,0.15,-14.881,80.159,0.122
When You Put It Like That,Ilse DeLange,['tender'],4KKLb1Nn6LQtxQOaTfpAu2,country,0.773,0.572,0.398,0.0949,-7.783,144.806,0.219
Blue Angel,Terje Rypdal,['tender'],3mdRbGwyQrD4nnVHjU0cVY,jazz,0.826,0.116,0.103,0.127,-23.482,80.554,0.0399
"Breathe in, Breathe Out",Ilse DeLange,['tender'],4aQFhUm8JbhmuAjtg8J4gR,pop,0.505,0.287,0.38,0.14,-9.161,81.594,0.136
Nothing Like A Woman,Vince Gill,['tender'],2RhfmE4OaRCVkO774FshZa,country,0.737,0.629,0.329,0.0813,-10.835,77.294,0.202
The One That Got Away (Plastic Plates Club Mix),Katy Perry,['tender'],3RCAqOwQCpZ1qvKKTpVVwz,pop,0.0119,0.695,0.861,0.105,-4.511,117.999,0.671
Always Overcome,Ilse DeLange,['tender'],6kMNQl8KOgGnrKuxSL1Ye7,pop,0.00572,0.567,0.835,0.1,-5.536,97.954,0.358
Naked Heart,Ilse DeLange,['tender'],5OWyhoYxpD6wK93IX2bQ8T,country,0.405,0.606,0.606,0.103,-6.634,119.045,0.293
It's You,LOVE PSYCHEDELICO,['tender'],7CQL06Mz2QyGYvyLT60Cvj,pop,0.00546,0.429,0.688,0.11,-5.102,127.519,0.407
Vermont,Cruiserweight,['tender'],4aIc01fJkTUiWY6us2CKuf,pop,0.0183,0.482,0.92,0.331,-3.096,92.241,0.657
For a Smile,Cosmic Rough Riders,['tender'],4HuAFvn9PJITCwXnVB7LvH,rock,0.0036,0.439,0.677,0.139,-6.983,87.978,0.631
Beautiful World,LOVE PSYCHEDELICO,['tender'],50uGcbGeb5m0uubjkOcrK4,pop,0.144,0.616,0.676,0.324,-5.456,93.006,0.539
Doloroso,Ray Barretto,['tender'],3IIAsp9X526NhEPXBvB9M2,jazz,0.515,0.212,0.481,0.11,-17.064,65.934,0.45
Through It All,Hope Partlow,['tender'],5YLXIHrgFzdoaTTacet7Wt,pop,0.00526,0.562,0.876,0.111,-3.678,92.005,0.568
Human Beings,Lorien,['tender'],09rnpXlm6tiYlpdqagKTu1,indie,0.161,0.505,0.442,0.102,-11.481,133.54,0.341
I Wish I Were You,Aaron Sprinkle,['tender'],3BlFfxvwrW8fspwfuRwNQ9,pop,0.0808,0.616,0.439,0.107,-7.651,164.881,0.473
Dead By Midnight,Spetsnaz,['tender'],1AqrECWM2tP2lY5WrWnepD,piano,0.962,0.535,0.198,0.0819,-15.052,80.051,0.261
"Bon Voyage, Mama",Lena Selyanina,['tender'],4xvchW0E1syYPF8dre2Swv,classical,0.989,0.503,0.017,0.099,-22.595,71.52,0.22
Hoe Moet Ik Het De Stad Vertellen,Boudewijn de Groot,['tender'],4sVu0MdNJAXVdVZbqK404L,pop,0.00798,0.657,0.862,0.0653,-7.981,106.287,0.706
If I Needed You,RAY BENSON,['tender'],70ffs9liO9WMU19bGq6THH,country,0.874,0.489,0.193,0.0935,-14.92,117.706,0.338
I Could Never Promise You,Don Francisco,['tender'],6O7jZRLBNfHKvY5KFWTmZ1,country,0.242,0.5,0.297,0.071,-14.384,130.267,0.469
Wallflower,The Holmes Brothers,['tender'],1gvBeiMeFVBn3SjzVrDnk6,country,0.687,0.637,0.305,0.163,-13.855,124.421,0.328
Birthday,Nil,['tender'],4M0Wj8A94dDL1wEoKvaaQH,indie,0.186,0.278,0.194,0.103,-14.625,103.922,0.114
Thank You,Kris Kristofferson,['tender'],6AvT2aOvaCIYl8UuVWQgKV,country,0.749,0.601,0.237,0.114,-10.53,96.813,0.416
Two Feet on the Ground,Emily Hearn,['tender'],5N7E8M94BM5lqNYK9BOkWc,indie,0.47,0.579,0.472,0.109,-5.74,132.049,0.24
If You Were,Keshco,['tender'],3IshycyQflvT66cUpO6MGe,indie,0.899,0.687,0.73,0.206,-8.275,125.966,0.871
My Disguise,Trine Rein,['tender'],2C3QvxftZtJaYWSKsBOOK7,pop,0.406,0.587,0.445,0.0882,-8.783,97.909,0.324
The One To Destroy Me,Rachid,['tender'],7uxQkBype5HLPwBjlEyPCg,chill,0.827,0.381,0.324,0.108,-10.44,113.216,0.104
The End Of The Road,Hothouse Flowers,['tender'],0lhZE9tJyGXz4exwEFPZI1,soundtrack,0.122,0.534,0.578,0.148,-8.9,139.996,0.316
Why Do I?,Golden Earring,['tender'],5V7KcNMJHbeDDduDx6Z13S,rock,0.398,0.643,0.729,0.288,-6.001,104.672,0.476
Autotomy,Dears,['tender'],03T1kNQisnqgVqiaNpHDVh,indie,0.0972,0.471,0.616,0.297,-7.61,125.772,0.157
Do You Dream Of Me?,Michael W. Smith,['tender'],2VtjKXKTrwzr6toUPmxCht,pop,0.782,0.614,0.352,0.109,-11.684,128.08,0.269
3 Speed,Eels,['thoughtful'],7yyYiteBbt6bgKQ45bHeKs,indie,0.974,0.556,0.179,0.101,-15.709,134.189,0.252
An Attempt to Tip the Scales,Bright Eyes,['thoughtful'],58FXFdRSEMndTFK72zMMk1,indie,0.74,0.437,0.408,0.146,-14.102,113.215,0.268
Freedom of Speech,Immortal Technique,['thoughtful'],6fx3RqwMuR3k7M1bCpUFKJ,hip-hop,0.141,0.899,0.655,0.073,-6.63,96.367,0.95
Counting Stars,Sugarcult,"['thoughtful', 'calm', 'quiet']",6lUo2HJQJscPHPoVd2A4MG,alternative,0.0106,0.463,0.49,0.116,-5.577,141.881,0.228
Lifestylez Ov Da Poor & Dangerous,Big L,['thoughtful'],5GseQckHgP7uWyaiCd5ZW3,hip-hop,0.262,0.683,0.652,0.0892,-8.765,85.412,0.397
If You See Natalie,Eels,['thoughtful'],0Wt87HXlWlNrpUUZBh2peq,alternative,0.842,0.49,0.164,0.0988,-13.908,124.429,0.129
Time to Wander,Gypsy & The Cat,"['thoughtful', 'spacey']",4LDVjxkzOKa7YUxjO1x74S,indie,0.00174,0.556,0.881,0.0685,-4.624,135.025,0.115
Running Thoughts,Deerhoof,"['thoughtful', 'spacey']",1Vx9e9TDiNx9wh7ZVjQF1l,indie,0.0058,0.245,0.886,0.321,-5.978,65.464,0.323
Old Fools,The Magnetic Fields,['thoughtful'],1UZEebVrBLp682KiWCG9K8,indie,0.0704,0.0735,0.544,0.507,-7.475,176.372,0.333
Beautiful Lie,Yoav,['thoughtful'],7xpm0AhLgHqch9l4lmw8nX,indie,0.826,0.553,0.516,0.0844,-11.779,123.027,0.357
"Snare, Girl",Sonic Youth,['thoughtful'],6abIGSApnkiw05Fxan6OEu,indie,0.354,0.441,0.402,0.0956,-14.364,86.92,0.229
"Goodnight, Hollywood Blvd.",Ryan Adams,['thoughtful'],44Fzvr0JIw0eXCol9X7QAs,rock,0.932,0.325,0.114,0.182,-13.177,81.61,0.0972
Barroom Girls,Gillian Welch,['thoughtful'],0ib0vfvEz2Di2nPLTVhWdJ,country,0.885,0.594,0.0933,0.127,-15.023,81.667,0.192
Bris,Kaizers Orchestra,['thoughtful'],0G9jM4RAx1WbPc97HrNp5g,alternative,0.505,0.625,0.494,0.115,-7.305,91.323,0.684
Anthem For Tonight,Halifax,['thoughtful'],2uhLrtvC5KyXOHSynEA9m5,rock,0.00376,0.264,0.942,0.292,-3.631,127.365,0.407
Lonely Girl,P!nk,['thoughtful'],7894fEwWV1Uelfg8diYC9O,pop,0.00302,0.515,0.722,0.0267,-5.088,154.665,0.523
Small Plane,Bill Callahan,['thoughtful'],1LhsGxrAQUV279TdvRl8lS,indie,0.899,0.57,0.163,0.104,-17.968,79.701,0.101
Star Quality,Brother Ali,['thoughtful'],6AgM6eVEKnKVCBTU686DOS,hip-hop,0.0548,0.701,0.869,0.779,-4.263,86.99,0.768
Most Lonely Face,The Holloways,['thoughtful'],3KeTgK0HckguRToPMZ0v29,indie,0.634,0.39,0.436,0.116,-6.685,127.013,0.196
Lo How A Rose E'er Blooming,Sting,"['thoughtful', 'quiet']",35L6Qknudfk3nbs5FHJmO4,rock,0.935,0.299,0.1,0.0657,-16.886,119.02,0.333
Little Life,Rachael Yamagata,['thoughtful'],5RWdetsSrDWE6JL8t2W6oR,indie,0.623,0.458,0.22,0.153,-13.108,107.569,0.178
To Kill a Hooker,N.W.A,['thoughtful'],5yZgrJqeDMdWh99pCUGtof,hip-hop,0.519,0.556,0.855,0.952,-8.504,123.268,0.652
Who I Am,Wiz Khalifa,['thoughtful'],1Q5FiSVtHnRHEBIbkOwbpD,hip-hop,0.407,0.469,0.766,0.175,-5.524,74.94,0.334
Better Than Nothing,Maria Mena,['thoughtful'],76nWfcADsYDJRTgguMGX4m,pop,0.877,0.339,0.0002,0.116,-11.118,167.755,0.93
Hands in Pockets,Laura Gibson,['thoughtful'],2Y4qAvKc32B84v39xRBZJQ,indie,0.839,0.547,0.297,0.113,-9.715,94.623,0.499
Rabbit Fur Coat,Jenny Lewis,['thoughtful'],5myq9ohZy1wdy9HQEOsvhg,indie,0.903,0.533,0.198,0.12,-12.726,141.211,0.358
Be My Downfall,Del Amitri,['thoughtful'],4Qh8zuXLCphfIjOWzS2QZW,rock,0.61,0.593,0.519,0.248,-12.059,128.972,0.71
It Was Nice to Have Met You,Alexandre Desplat,"['thoughtful', 'peaceful']",13AemnAXTNRr5JWL2h1Xfc,soundtrack,0.987,0.287,0.0642,0.117,-24.47,101.994,0.0389
Arash,Arash,['thoughtful'],1dvZrYDEy4LkDxzi9zmYuu,pop,0.235,0.61,0.908,0.166,-4.222,88.001,0.569
Home,Barenaked Ladies,['thoughtful'],1yEWmwiTvYATs46Hi6o4ah,rock,0.0601,0.737,0.776,0.0896,-6.09,95.034,0.942
Like Steps In A Dance,Anchor & Braille,['thoughtful'],0IJ7OevtkDR3ivUw4a41hb,indie,0.0137,0.573,0.467,0.0288,-10.651,129.998,0.818
My Block,2Pac,['thoughtful'],2qcllSUyD3gKbfh9NEjARW,hip-hop,0.0544,0.763,0.565,0.137,-6.843,89.993,0.232
Somewhere,Phil Collins,['thoughtful'],7f83vj7eTCF4VatKRyO0E4,pop,0.518,0.275,0.351,0.167,-8.506,100.01,0.119
Cámara lenta,Javiera Mena,['thoughtful'],4U81c3umCx8ZkvLqmU4Wtw,indie,0.504,0.502,0.536,0.148,-10.136,86.591,0.458
The Analyst,Delta Goodrem,['thoughtful'],38GoHloKAjYCWH93P2RdwS,pop,0.0813,0.441,0.818,0.104,-3.16,162.089,0.253
Running Water,Cyne,['thoughtful'],5c2AAp38plfIplSygaGsLX,hip-hop,0.261,0.661,0.847,0.0867,-7.764,99.103,0.756
First Sight,These United States,['thoughtful'],2W6oghsNfcTwrEMttipwww,indie,0.848,0.812,0.404,0.112,-14.908,111.012,0.602
Paradisiaque,MC Solaar,['thoughtful'],0W9C7Sg7QxiRWT6pdk0nd3,hip-hop,0.0803,0.711,0.788,0.995,-8.78,89.022,0.764
Everything Starts Where It Ends,Lovedrug,['thoughtful'],3hg19V5Y8vw10UNMK8sv9N,indie,0.385,0.585,0.265,0.126,-9.727,115.957,0.114
Home,Xavier Rudd,['thoughtful'],0Za15MCIpWCUPBlX5ERgvH,indie,0.336,0.557,0.402,0.359,-12.531,102.861,0.219
Broken Glass,sToa,['thoughtful'],2ceFgPOU4knUkbTQZiyTTE,classical,0.756,0.405,0.185,0.124,-15.806,171.828,0.129
The Illest,Mobb Deep,['thoughtful'],1iwIdCwpnJJDdb3FgqpcM8,hip-hop,0.00421,0.581,0.755,0.128,-5.102,81.054,0.567
Alone On The Sea,Steel Train,['thoughtful'],18D2vWqTsWoA7cga0Lw6Yd,indie,0.000512,0.588,0.602,0.217,-8.696,119.998,0.119
Slippin,DMX,['thoughtful'],740gNyGWKk98gy8nJLhHrv,rap,0.0421,0.475,0.576,0.933,-8.061,87.33,0.555
Still Ballin,2Pac,['thoughtful'],6CMidyjegRGsM2NyEmbuoT,hip-hop,0.00766,0.941,0.721,0.0485,-4.921,99.042,0.707
"Love, Oh Love",Lionel Richie,['thoughtful'],1iPkzNvTfudnree5PANaN2,pop,0.169,0.223,0.333,0.254,-10.586,74.743,0.137
Friend,Rob Costlow,"['thoughtful', 'peaceful']",2fEdTmGUeLk7m3ixsyTvaC,piano,0.99,0.343,0.334,0.109,-12.749,138.942,0.102
What If,Nichole Nordeman,['thoughtful'],0BWexSAPCtQgpEiitKtaPB,pop,0.114,0.516,0.656,0.175,-5.433,135.967,0.291
Madeline,Tickle Me Pink,['thoughtful'],35sFrMX75ZeZmGdrkGuGH8,rock,0.014,0.468,0.864,0.218,-3.54,157.022,0.397
No One Will Ever Know,Ehren Starks,['thoughtful'],7kRg3x8HyxZ3mHknkJkqUz,piano,0.955,0.192,0.394,0.112,-13.677,170.842,0.319
Fragrant Fields,George Winston,['thoughtful'],114izPhtTdh9hKHKDqir4g,piano,0.987,0.365,0.178,0.0989,-16.312,99.447,0.148
Land of the Gun,Immortal Technique,['thoughtful'],5PoqcGa4DrtvmdYaq6UKT5,hip-hop,0.39,0.608,0.84,0.363,-9.184,103.264,0.685
Call It Democracy,Bruce Cockburn,['thoughtful'],7mf6l6ZValVVcAZQTgOPIL,rock,0.0544,0.487,0.912,0.571,-8.303,160.319,0.841
Dawn,Mr. Lif,['thoughtful'],4xSsXbf1STpi7rZ6CGVOTz,hip-hop,0.00577,0.408,0.904,0.162,-3.264,120.717,0.573
All Hell For A Basement,Big Sugar,['thoughtful'],221OWzoN7cDlxo5fenxawk,rock,0.0627,0.55,0.854,0.286,-4.547,97.989,0.479
Statues,Remedy Drive,['thoughtful'],5f3arJUbZx8YxTt3ZjBHVx,alternative,0.0141,0.52,0.883,0.115,-5.399,105.991,0.145
Room with a View,Tina Dickow,['thoughtful'],65ifDp9YuokQcUZSJktx6G,pop,0.899,0.572,0.104,0.109,-13.51,81.326,0.275
Lost and Found,Tim Christensen,['thoughtful'],3n3PDQPj3KbFJ9B0zcAAMZ,pop,0.7,0.356,0.331,0.128,-9.113,93.141,0.195
My Funny Valentine,Miranda Sex Garden,['thoughtful'],08xl1x4UsrwcJHLVWRvkE6,jazz,0.852,0.293,0.00646,0.109,-29.469,173.458,0.051
Foolish Heart,Nina,['thoughtful'],0pzEVarX9S2ZFYZFhefZhU,pop,0.525,0.662,0.227,0.112,-11.978,85.915,0.318
I Am There,KRS-One,['thoughtful'],1TxTDwQVAhx57eEbgTa5H2,hip-hop,0.185,0.567,0.914,0.117,-4.713,137.675,0.575
Humankind,Grant-Lee Phillips,['thoughtful'],2xTMYFTsxbkCoCYsPuZSPX,rock,0.0685,0.606,0.628,0.0819,-6.373,115.881,0.368
What Have We Become,DC Talk,['thoughtful'],4HwHhuBVrfslXOH5NJukXp,rock,0.0474,0.539,0.792,0.0977,-4.721,81.576,0.682
Gebt alles,Cassandra Steen,['thoughtful'],62kWEyh9RitHqTFxHGlqXP,pop,0.106,0.489,0.815,0.308,-4.155,192.802,0.32
Phantasie,Weto,['thoughtful'],5mMeUeobG7IM94OJoaCTyj,rock,0.0231,0.603,0.956,0.137,-3.078,99.974,0.445
Memories of Autumn,Fariborz Lachini,['thoughtful'],3h543KsBNbZUCUUXholA0M,piano,0.972,0.593,0.21,0.0835,-17.068,76.824,0.246
Sepidar,Fariborz Lachini,['thoughtful'],0FbGSK37k71Wx0Jj3hkh0F,piano,0.994,0.42,0.16,0.114,-20.617,92.052,0.449
What Child Is This,Mahalia Jackson,['thoughtful'],5fxZrkWdczmOEZK809V2JO,jazz,0.633,0.194,0.332,0.103,-13.787,88.986,0.165
Trip Me Up,The Perishers,['thoughtful'],3Zu8X33RKXvcYrw964fc64,indie,0.103,0.418,0.48,0.124,-7.72,159.247,0.287
Redemption Song,Life of Agony,['thoughtful'],5cobymqjiHTEcVmpPZbn2q,rock,0.654,0.667,0.232,0.407,-9.658,116.574,0.331
After the event,Pet Shop Boys,['thoughtful'],3yeeK7JHIx2fq3ysYSAofu,pop,0.0287,0.564,0.848,0.071,-7.363,127.015,0.482
Lost In the Shadows,Lou Gramm,['thoughtful'],2IBfYLzPXSejSBYKwLW8sA,soundtrack,0.133,0.638,0.938,0.0722,-6.348,163.785,0.652
It's Amazing,Dannii Minogue,['thoughtful'],57pPA5XhJ9l1tRSHM2qII4,pop,0.614,0.5,0.44,0.303,-11.294,135.938,0.255
Fuck Tha Police,N.W.A.,['thoughtful'],5n8Aro6j1bEGIy7Tpo7FV7,rap,0.0193,0.859,0.75,0.0538,-8.325,98.691,0.857
Apocalypse,Akir,['thoughtful'],6QsOGsCivs00iOkDlVsMbZ,hip-hop,0.0751,0.552,0.885,0.403,-7.222,84.618,0.482
Maybe The Poet,Bruce Cockburn,['thoughtful'],2ovwIlQLjo5DkFXsLttkzT,rock,0.0367,0.63,0.813,0.0691,-10.526,98.335,0.743
Holt die Seeleute Heim,Xavier Naidoo,['thoughtful'],4goYHPv2c4HUSXa6P3X0GE,pop,0.469,0.321,0.69,0.0686,-9.994,99.909,0.235
Sie verdienen einen besonderen Schutz,Xavier Naidoo,['thoughtful'],3Bx5MXRdhoSIntsG0rJkhg,pop,0.459,0.46,0.698,0.206,-7.371,141.978,0.444
В Париже Плюс Шесть,Дом Кукол,['thoughtful'],2HWnaSwc8glYlovq4naGjh,rock,0.0158,0.584,0.769,0.0693,-4.29,152.017,0.644
hip-hop is dead,Nas,['thoughtful'],5Vu1yRcjsxGYeQa7lAJRfD,hip-hop,0.0139,0.787,0.8,0.204,-3.94,110.874,0.607
Брэд Питт (Немного личного),Мультfильмы,['thoughtful'],6Hcr0btcG7aIisrt0WTWUY,rock,0.264,0.727,0.565,0.173,-9.417,100.001,0.874
In Parentheses,Charlotte Martin,['thoughtful'],0GhKFMUACwJP8EQaEozoRC,indie,0.502,0.678,0.419,0.0972,-7.196,130.032,0.32
Das war nicht geplant,Wise Guys,['thoughtful'],3Gf7knY9s473ZEyfLrWVlg,pop,0.647,0.656,0.405,0.221,-11.89,101.976,0.481
Hills Of Morning,Bruce Cockburn,['thoughtful'],3zB7CuQQkf9xurzs1f3MKH,rock,0.499,0.679,0.492,0.0964,-11.116,132.706,0.37
Mama Just Wants To Barrelhouse All Night Long,Bruce Cockburn,['thoughtful'],5lZZCYdwHoV1Uhe6ZrtXlm,blues,0.904,0.619,0.0458,0.11,-22.959,69.676,0.369
