track,artist,seeds,spotify_id,genre,acousticness,danceability,energy,liveness,loudness,tempo,valence
Knuckle Up,Snowgoons,['aggressive'],5PcnLE9PMWLsJKKmFrGH74,hip-hop,0.0814,0.694,0.825,0.0999,-4.721,93.72,0.586
Precaution,Pylon,['aggressive'],39cC24YXbIj52y0i7BYeLy,rock,2.29E-06,0.249,0.968,0.0811,-3.885,157.868,0.256
Demonspeed,White Zombie,['aggressive'],0bQxm427snu7K2CDGJPJIm,metal,0.0968,0.317,0.79,0.599,-10.978,98.677,0.348
Suffer the season,Shadows Fall,['aggressive'],4j0uTX53Lr0I2bHj88c22h,metal,6.53E-05,0.443,0.816,0.106,-10.561,112.515,0.425
Pain Is Like An Animal,Danzig,['aggressive'],5zfIeZtND9g7SyaYlu5CPd,metal,0.00158,0.387,0.996,0.328,-3.368,145.47,0.165
'Till the Wheels Fall Off,L7,['aggressive'],2DQPgVNsboGflToPemWbKm,rock,0.0574,0.269,0.862,0.144,-10.143,180.533,0.347
Watch Out,Fleetwood Mac,['aggressive'],5lrRCzLea1ybU8uH5YmIYf,blues,0.104,0.482,0.789,0.331,-9.946,101.983,0.727
Drowning The Colossus,White Zombie,['aggressive'],0SV1c2y6f5TcXzcRdMadtG,metal,0.000195,0.312,0.72,0.107,-11.254,113.297,0.415
I Thought,Brandy,['aggressive'],0CEyCdEWwN1w92O76mQHmN,hip-hop,0.445,0.618,0.501,0.223,-7.673,147.917,0.72
King Of Souls,White Zombie,['aggressive'],0QxAAxJKgsV8AH6T1L7vtc,metal,0.000577,0.423,0.706,0.161,-8.944,83.554,0.901
Arcturus,Crystal Antlers,['aggressive'],1zHr34Ekz2lffG6rhJbalO,rock,0.149,0.138,0.932,0.813,-5.011,158.397,0.039
Pony,Dame,"['aggressive', 'mysterious']",6wNajOmhYbtemZQjXsBU6k,rock,0.029,0.657,0.814,0.0618,-5.153,130.01,0.725
Angels Fuck,Jack Off Jill,['aggressive'],3VLlm7YC3PUTT0MOfcBNC3,rock,0.0539,0.271,0.821,0.228,-6.963,94.638,0.247
Cheating,The Animals,"['aggressive', 'sexual']",5Yl623nUsrMf5QBe5dvzb3,rock,0.4,0.427,0.901,0.139,-5.528,98.182,0.63
Headbanger,EPMD,['aggressive'],17GdAx0kHOFNXZiCj8HuOW,hip-hop,0.0844,0.679,0.885,0.334,-4.156,96.643,0.654
Airborne,Wussy,"['aggressive', 'passionate', 'poignant']",2prkFGHxtYClSDOMdKj2wM,indie,0.205,0.423,0.932,0.262,-4.951,148.781,0.47
Diamond Ass,White Zombie,['aggressive'],23dmwaDpsNSYvJ8I6NNNDM,metal,0.00102,0.426,0.828,0.156,-8.913,105.605,0.545
Silence,Outerspace,['aggressive'],1MxPUqixjpvY4epdQH7hQP,hip-hop,0.014,0.595,0.874,0.371,-5.643,95.998,0.705
Cavern of Mind,Saviours,['aggressive'],149SUvVIFzKFjuYz4D9HkE,metal,2.54E-05,0.285,0.923,0.165,-7.245,145.806,0.333
Gangsta Bitch,Apache,['aggressive'],5wDwRWRJmRkVbg0d7vH4Lx,hip-hop,0.141,0.873,0.487,0.269,-14.872,97.445,0.611
The Lion's Mouth,Kajagoogoo,['aggressive'],7zacyKvVMUsjbtvMiJPWlw,pop,0.103,0.617,0.906,0.387,-10.173,105.172,0.698
Crow III,White Zombie,['aggressive'],30yYdfQSNHZrAjyo8e7wnM,metal,0.000236,0.275,0.819,0.199,-9.272,104.868,0.384
Truck On Fire,White Zombie,['aggressive'],0OEeF9fThDiLsXOCKvJ11m,metal,3.36E-05,0.228,0.942,0.226,-7.353,149.213,0.397
Another Life,Rollins Band,['aggressive'],3NR7p7DsyXUn43aUR9tiRk,rock,0.00932,0.316,0.866,0.381,-9.325,173.393,0.213
Army,Sebastian,['aggressive'],2XTPWq6MPWmTMj1DTtkuCH,electro,0.947,0.312,0.281,0.132,-19.268,80.202,0.333
... In A Bag,Static-X,['aggressive'],1Ux3Qnrlff7RJwtj1yUJQj,metal,1.73E-05,0.425,0.996,0.23,-3.331,131.054,0.206
Love Rears It's Ugly Head,Living Colour,"['aggressive', 'strong', 'poignant', 'thoughtful']",5huSgTVqBdIJTFhpShJfcg,rock,0.0558,0.615,0.477,0.231,-8.816,156.008,0.731
God Of Thunder,White Zombie,['aggressive'],0qbzjDlkKO3upenopyegk8,metal,0.0851,0.524,0.848,0.917,-11.372,110.748,0.778
Magnetic Dwarf Reptile,Chrome,['aggressive'],0f0vVtpLGaDFdrQgGLJOOS,rock,0.407,0.421,0.566,0.226,-15.677,138.41,0.349
I Am Hell,White Zombie,['aggressive'],3fegzfnMy8zyxPvWBClK4S,metal,0.00142,0.371,0.652,0.373,-8.337,84.739,0.514
Blaze,Arsonists,"['aggressive', 'lyrical']",55Ki1ugidm4ykrnk4DMctm,hip-hop,0.0574,0.771,0.674,0.259,-5.988,104.135,0.0894
Whats My Name,DMX,['aggressive'],6OQrmEIK8KOOVcSoSaEo40,hip-hop,0.0301,0.647,0.98,0.045,-3.463,188.309,0.399
Accelerator,Therapy?,['aggressive'],2qCT8lA4Fer5fdZ6kQb5fW,metal,1.21E-05,0.368,0.761,0.259,-13.203,129.102,0.475
Down,Candiria,"['aggressive', 'gritty']",3JKQxAcBF54PJh373Mhs23,metal,0.00119,0.454,0.919,0.079,-3.929,175.029,0.542
We Four Girls,B*Witched,['aggressive'],1NpO1J4tw9I9BItQNvEY89,pop,0.00403,0.619,0.714,0.3,-6.293,86.035,0.67
Driving School,Pylon,['aggressive'],0J5ONPkvd1SDbZSuXgtQoI,indie,0.0331,0.261,0.567,0.105,-12.775,162.498,0.22
Before I Forget (Live),Slipknot,"['aggressive', 'confrontational', 'provocative']",2st09UwpuTJplbZo74btnx,metal,1.23E-05,0.198,0.983,0.902,-3.838,151.65,0.276
Been Fighting Devilz,Snowgoons,['aggressive'],65dfXsnlWaaCSikAk5hwcE,rap,0.123,0.592,0.846,0.297,-5.138,93.696,0.883
Loss of Will,Esoteric,['aggressive'],3Hiz0BttM3fIMfJeTw8utZ,metal,0.0316,0.15,0.618,0.18,-7.363,104.923,0.0894
Too Cold For You,Sahara Hotnights,['aggressive'],0fN65FwO4sNc07YBFFNDxt,pop,0.0177,0.496,0.96,0.419,-2.323,146.093,0.467
"Die, Zombie, Die",White Zombie,['aggressive'],32EKapKRqSmZFsMFhcJMdd,metal,0.000781,0.324,0.834,0.103,-8.464,115.589,0.24
The Soundtrack,Cage,['aggressive'],4t1otCNMdzJNx2XTdPC0bL,hip-hop,0.014,0.515,0.95,0.883,-3.564,95.879,0.66
Skin,White Zombie,['aggressive'],3lqgFUE8viG7JIdvl8jB5I,metal,5.09E-05,0.286,0.865,0.102,-8.413,120.224,0.433
Battered Old Bird,Elvis Costello & The Attractions,"['aggressive', 'ramshackle']",7aAXkuF1ntwvj551PQD3qq,rock,0.512,0.527,0.265,0.128,-11.025,73.019,0.296
Several Tongues,Crystal Antlers,['aggressive'],1suL3huzAGeUnkd6FbDedK,rock,0.869,0.167,0.785,0.148,-5.621,128.241,0.0397
Trust Nobody,Ill Bill,['aggressive'],3QN1JvJphjUeTliAxhWolV,hip-hop,0.0103,0.596,0.977,0.264,-4.061,98.259,0.753
Pistol Packin' Papa,Jimmie Rodgers,['aggressive'],1r3i8UYZNKJ8lqNYALLH3X,country,0.926,0.795,0.421,0.0662,-8.701,103.529,0.915
Pharoah Chromium,Chrome,['aggressive'],6tAgnBiXmVfjXgqj4Vo4kC,rock,0.757,0.592,0.502,0.138,-14.351,151.748,0.901
Wish,Beatsteaks,['aggressive'],3RrBfYyAfQdbS2wohtoeOl,rock,0.00149,0.448,0.939,0.128,-5.279,154.292,0.357
Welfare Problems,Randy,['aggressive'],4PvItQzE8fNncsQbQaHXqs,rock,0.00488,0.318,0.993,0.723,-3.377,102.502,0.111
Summon the Spawn,Revocation,"['aggressive', 'technical']",3nMxEJZA6o0rNqlOMekhlJ,metal,1.29E-05,0.387,0.962,0.0724,-4.543,110.042,0.61
One Sided Love,Mandy Moore,"['aggressive', 'exotic']",3y2q4UKKXTu2KEkDfRsZFB,pop,0.00622,0.661,0.969,0.127,-4.639,100.001,0.505
Ruin Your Life,Abandoned Pools,['aggressive'],4YdwIBjx0LbNTyz8IBFFq2,rock,0.0812,0.624,0.604,0.202,-9.337,97.581,0.516
I Hate My Generation,Cracker,['aggressive'],5ZYqMxFWDC1x5iIEooA8YK,rock,0.000149,0.564,0.947,0.372,-4.097,123.767,0.524
Power Company,Eric Burdon,['aggressive'],0k4hYXZd0aep2vlwXoMU07,rock,0.307,0.758,0.477,0.0679,-16.112,132.336,0.956
Strength,Swollen Members,['aggressive'],2jEQ1W3VLn3lj9pHhBURJ0,hip-hop,0.0428,0.489,0.63,0.326,-9.162,93.134,0.801
Fast Jungle,White Zombie,['aggressive'],1coXjEDuAQugyKqUKRqceG,metal,5.87E-05,0.317,0.871,0.0842,-7.898,105.37,0.469
Super-Charger Heaven (Adults Only mix),White Zombie,['aggressive'],0EtJUzvN8EaX8I4y1HUA0x,metal,0.000243,0.474,0.897,0.106,-8.149,182.117,0.481
Gun Crazy,White Zombie,['aggressive'],05DrgogHhpAxi0iEDvh9RU,metal,3.61E-05,0.193,0.978,0.0814,-6.852,166.108,0.203
Meltdown,Swollen Members,['aggressive'],7g3KNCuitXq1p6qRezUm0Z,hip-hop,0.197,0.808,0.696,0.542,-5.418,102.426,0.381
Melhor do Que Você Pensa,Tequila Baby,['aggressive'],0k2ZWVqC4PGT2P0jOiUGq7,alternative,0.804,0.384,0.572,0.112,-8.794,114.099,0.388
Kick,White Zombie,['aggressive'],65LTjibGXJJxZhVeF6wroa,metal,0.000106,0.27,0.868,0.175,-9.281,152.912,0.536
Tonight,Damone,['aggressive'],6QMfuolT1gzstxNQktCWEA,rock,0.816,0.33,0.443,0.0901,-12.929,131.129,0.482
Memphis,White Zombie,['aggressive'],5nYXejGuWUCXC9UIraLjTC,metal,0.000743,0.315,0.75,0.102,-8.878,150.915,0.597
Superloop,I Will Never Be The Same,"['aggressive', 'harsh']",2rHaQv3S53pSsEEqJdzUG9,electro,0.000128,0.581,0.694,0.28,-10.864,160.032,0.591
Bodies,Drowning Pool,['angry'],7CpbhqKUedOIrcvc94p60Y,metal,0.00347,0.656,0.932,0.144,-3.405,130.936,0.544
Bullet in the Head,Rage Against the Machine,['angry'],1WWgMk8nD79p8VeKFGYrOw,rock,0.00673,0.431,0.855,0.639,-4.205,163.014,0.397
The Way I Am,Eminem,['angry'],23wfXwnsPZYe5A1xXRHb3J,rap,0.144,0.785,0.871,0.309,-2.692,87.248,0.315
You Oughta Know,Alanis Morissette,['angry'],3jS7bB0oXVOwGFZn3aE5NV,rock,0.21,0.665,0.834,0.452,-7.737,105.292,0.411
The Fight Song,Marilyn Manson,['angry'],6pfdW2NouUI3ZnugM7r0G0,metal,0.000133,0.47,0.984,0.212,-3.783,130.055,0.0368
Elite,Deftones,['angry'],3jnYlchDDAiLzfkPPy12ig,metal,0.000638,0.46,0.992,0.321,-3.298,90.877,0.206
Roll Right,Rage Against the Machine,['angry'],5tYosD9TicWDYO3kAE4ADp,rock,0.014,0.527,0.789,0.381,-8.049,86.137,0.452
War Within a Breath,Rage Against the Machine,['angry'],3Hxu3Ey1TV9mZ5XqMXckiS,rock,0.00442,0.399,0.965,0.367,-5.901,98.464,0.174
Criminal,Eminem,['angry'],18ohWhzbMCynq5QJ68ifkW,rap,0.127,0.81,0.724,0.306,-6.153,101.941,0.573
Snakecharmer,Rage Against the Machine,['angry'],5Ty1B6gHqh0joQx6ChbxiH,rock,0.00732,0.553,0.883,0.0599,-7.302,136.711,0.463
Get It Faster,Jimmy Eat World,['angry'],07Bw7ACBw1xzhKpXrraskA,rock,0.0808,0.65,0.641,0.408,-7.223,118.229,0.387
Alone Down There,Modest Mouse,"['angry', 'melancholy']",0HgTYw2jY3sz8rYG0RpI3f,indie,0.0301,0.313,0.739,0.334,-4.873,66.449,0.437
Kiss Off,Violent Femmes,['angry'],0Jf9d1BEYPcxK8NwGj194O,alternative,0.255,0.661,0.662,0.131,-8.88,87.119,0.825
Rid of Me,PJ Harvey,"['angry', 'sexy']",3m2Zd230K68bC4Qe961d9p,alternative,0.00485,0.715,0.0885,0.155,-20.682,125.383,0.544
Kim,Eminem,"['angry', 'intense', 'dark', 'dramatic']",20oenBXlmwIfK0F3fQIjhM,rap,0.0216,0.587,0.923,0.481,-3.05,142.075,0.0778
Believe,Breaking Benjamin,['angry'],3lMiBDoKSRJfSrP6mLqGut,rock,0.000739,0.645,0.897,0.0761,-3.834,105.99,0.482
The Shower Scene,Brand New,['angry'],3eZixQQs5gHPeAflvjhc7E,alternative,7.77E-05,0.143,0.911,0.102,-3.127,187.37,0.447
Get Gone,Fiona Apple,['angry'],32yottFNSCL9Nho9biIKzY,piano,0.212,0.692,0.4,0.559,-9.767,130.228,0.328
Bad Guy,Eminem,"['angry', 'hostile', 'epic']",3IaAYtmN8T0YIYVqnxNnVz,hip-hop,0.064,0.612,0.797,0.257,-3.648,81.086,0.358
"Sunrise, Sunset",Bright Eyes,"['angry', 'melancholy']",3Zo6R22retEhAnQBbam5As,indie,0.207,0.314,0.505,0.0843,-9.406,167.467,0.237
Radicals,"Tyler, the Creator","['angry', 'intense', 'dark', 'lyrical']",31LqHjk6Ya9sH4jJPBrTgu,rap,0.155,0.556,0.679,0.269,-8.015,74.062,0.221
Black,Okkervil River,['angry'],6PGUgfU3ZB7BpRxUOtdiuu,indie,0.265,0.384,0.803,0.144,-4.71,160.48,0.698
Anklebiters,Paramore,"['angry', 'fun']",3hgzEGrm5iTY6pkgJ827qX,rock,0.00015,0.545,0.979,0.684,-3.875,115.003,0.8
Long Snake Moan,PJ Harvey,"['angry', 'dark', 'sexy', 'powerful', 'energetic']",36YJWsgSCEMFsv9Y2jxI4U,alternative,3.10E-06,0.387,0.822,0.416,-8.001,152.338,0.541
Think Twice,EVE 6,['angry'],0SqgZ5KpfX24W8ZeGzOle2,rock,0.00292,0.526,0.84,0.272,-4.159,93.972,0.433
Still Running,Chevelle,['angry'],5W4eJ7KPOmruHn8BJPnoaj,rock,0.000568,0.304,0.938,0.32,-4.331,142.244,0.377
Put You on Game,Lupe Fiasco,"['angry', 'dark']",5PlYCPa9eV21gJcK5cQiZi,hip-hop,0.0309,0.67,0.697,0.327,-6.302,83.326,0.367
Joe the Lion,David Bowie,['angry'],1HLbeCJcoW6Bo9xNgWXlSO,rock,0.0233,0.492,0.945,0.133,-4.968,121.607,0.66
Bitch,Dope,['angry'],5HICwAHgma4z0SxPxusZ16,metal,0.000625,0.653,0.987,0.346,-3.339,119.827,0.425
Obnoxious,Immortal Technique,['angry'],4GfhaqyXVJVRvwfC4NKlHB,hip-hop,0.356,0.644,0.781,0.374,-6.572,75.832,0.96
Admit It!!!,Say Anything,"['angry', 'energetic']",7kHqtJoznzbdEfw79DVa5Y,indie,0.00235,0.588,0.965,0.134,-4.35,98.019,0.427
Legs,PJ Harvey,"['angry', 'dark']",2UVPkh6lrARjYDK42jC6kD,rock,0.0143,0.31,0.472,0.293,-15.434,80.278,0.36
Who The Fuck?,PJ Harvey,['angry'],1rWv1GWbyv9LMXRu3zOo55,alternative,0.0754,0.512,0.782,0.0936,-7.634,123.526,0.686
In The Morning And Amazing...,Circa Survive,"['angry', 'epic']",0hBUJnl3R6Fhr8jVqqA01c,indie,3.66E-05,0.306,0.849,0.126,-5.355,166.693,0.372
Rub 'til It Bleeds,PJ Harvey,"['angry', 'intense']",2nZdhNwhvoaUIDqPG9rtz1,rock,0.0481,0.338,0.425,0.305,-15.989,150.714,0.51
How Fucking Romantic,The Magnetic Fields,['angry'],3g8K7XowSG6BXbGXDk24ho,indie,0.519,0.644,0.499,0.385,-16.819,161.977,0.263
Roman's Revenge,Nicki Minaj,"['angry', 'epic']",7eK3fdGXCmhGfE8dKtETQU,hip-hop,0.518,0.802,0.947,0.346,-2.868,112.416,0.444
Snake,PJ Harvey,['angry'],36YJWsgSCEMFsv9Y2jxI4U,alternative,3.10E-06,0.387,0.822,0.416,-8.001,152.338,0.541
Dead Wrong,The Notorious B.I.G.,['angry'],6s4kWgzQwsueo3mfllY1s6,hip-hop,0.177,0.682,0.92,0.0443,-1.544,82.228,0.835
You Make Me Sick,Egypt Central,['angry'],5T2hX4dfBoJCG3hal07zmC,rock,0.000156,0.441,0.91,0.157,-4.292,134.84,0.317
Bring It,Soulfly,['angry'],1XvAsK3kDB6dHpcQaexprf,metal,0.000771,0.356,0.941,0.376,-4.341,148.073,0.296
Sermon,Drowning Pool,"['angry', 'intense']",4oNqHXaoXGU0ABoD3uMxy1,metal,0.000107,0.545,0.876,0.218,-5.232,105.9,0.392
Just,Mudvayne,['angry'],1QLr6gymdozD537PWqepBf,metal,0.000178,0.443,0.993,0.323,-2.667,167.739,0.186
Portrait,P.O.D.,['angry'],6elAPS2vWCc0uVIUCEk8cQ,rock,4.46E-06,0.227,0.795,0.3,-6.217,121.922,0.365
Troy,Sinéad O'Connor,"['angry', 'intense', 'epic']",6m3kJ6d7Ypd1eoBoGP2qZN,alternative,0.482,0.315,0.311,0.44,-9.233,116.404,0.184
Death On Two Legs,Queen,['angry'],4J0kN8QS2esY6cWBsFjtW9,rock,0.334,0.395,0.698,0.155,-6.244,124.66,0.455
King Rat,Modest Mouse,"['angry', 'dark', 'quirky']",6Z3pIqEp5n5faSopwto0tB,indie,0.0536,0.305,0.727,0.139,-5.116,177.227,0.716
The One,Foo Fighters,['angry'],67vYdAAM3oGsEImCRfbtsF,rock,1.40E-05,0.376,0.908,0.241,-3.793,144.581,0.266
The Runaways,Anberlin,['angry'],7j0nWiNXw3Ncq69NxT4k6s,rock,0.000779,0.321,0.855,0.109,-11.502,170.322,0.528
Should Have Known,Robyn,['angry'],4ezKOXvuzg5LNf1NrYpwvS,pop,0.174,0.941,0.444,0.267,-7.91,106.011,0.746
Like Yeah,Tech N9ne,"['angry', 'confrontational']",4ahPtPyoi6Ft9r0Hf1xS9v,rap,0.0744,0.647,0.88,0.491,-3.764,151.937,0.441
Golden,"Tyler, the Creator","['angry', 'dark', 'lyrical']",5itoQvc6CnZAFGMe5mgG29,rap,0.442,0.46,0.76,0.243,-6.734,133.646,0.439
Poem to a Horse,Shakira,"['angry', 'fierce', 'thoughtful']",3znoF3XEVQgg1ej2jV0QXw,pop,0.0273,0.644,0.878,0.149,-5.751,94.013,0.695
A Welcome Burden,Disturbed,['angry'],5SpgfYtc9RANWHt4cHJEns,metal,0.000394,0.543,0.939,0.0897,-2.459,170.025,0.576
No Girl So Sweet,PJ Harvey,"['angry', 'powerful']",5RYCXmaVi9QEgWefZtL7bX,alternative,0.000367,0.544,0.81,0.0812,-6.425,119.783,0.513
Joy,PJ Harvey,"['angry', 'bitter']",0yKLTbW4G4oF5y3Cd3x9bu,alternative,7.15E-05,0.413,0.65,0.147,-11.86,153.714,0.518
Blood Roses,Tori Amos,"['angry', 'intense', 'dark', 'passionate']",4TB1VONcmN1kmzcgMwraZ0,alternative,0.827,0.336,0.368,0.281,-11.893,76.646,0.498
Pride,Manchester Orchestra,"['angry', 'yearning']",6gw7wvsEqHAihATnECGJBN,rock,0.000769,0.287,0.603,0.0778,-6.393,127.148,0.234
If Work Permits,The Format,"['angry', 'introspective', 'lyrical']",1KFVD1lN5AiCBHxudRmVQy,indie,0.0845,0.393,0.534,0.447,-6.235,100.061,0.237
Flux = Rad,Pavement,['angry'],7LMFjK6he1FzFj8U8yGnJi,alternative,0.12,0.487,0.872,0.0773,-8.365,147.739,0.724
Reagan,Killer Mike,"['angry', 'intense']",2HRYa6iG1M5DRefO8pK2I3,hip-hop,0.00352,0.331,0.659,0.082,-10.64,83.687,0.177
Rats!Rats!Rats!,Deftones,['angry'],2nJ4y4XFQx34TFO02aotaP,metal,4.46E-06,0.201,0.929,0.369,-4.603,82.094,0.392
Busted,Matchbox Twenty,['angry'],6K9Tn3LvkikOFk6Lhe4osP,rock,0.0433,0.472,0.694,0.43,-7.668,155.376,0.474
You Vandal,Saves the Day,['angry'],6yh3Hdk6LZXQAsuq028hwU,indie,0.00405,0.433,0.961,0.183,-4.634,102.397,0.502
Battle Ready,Otep,['angry'],7J9tkRgN26YmIHXl4fnVlp,metal,0.000156,0.605,0.998,0.217,-3.818,106.815,0.0618
Bullet In The Head (Live),Rage Against the Machine,['angry'],6LPbJ9tVF4eF85jy8iizFm,metal,0.00391,0.364,0.905,0.727,-5.276,170.445,0.632
Mother Mother,Tracy Bonham,['angry'],6WGaVdhY8uMWMgxiKpdLVy,rock,0.015,0.368,0.626,0.201,-7.082,174.394,0.622
I Don't Care Anymore,Phil Collins,"['angry', 'powerful']",24IdPCimVnJJDRuB5YSDiS,rock,0.188,0.703,0.422,0.0851,-8.297,140.494,0.442
Mon Amour,Shakira,"['angry', 'fierce', 'energetic']",4ZY1MKm7pbC2v19Lj02SSR,rock,0.0446,0.618,0.893,0.0984,-2.847,144.008,0.434
Spit,Kittie,['angry'],4DSAxhyfL8uZYTbRNsSHMU,metal,0.00082,0.542,0.948,0.305,-5.002,97.316,0.458
This Is How It Feels,The Veronicas,['angry'],3sbue9t9gtGcfx6yfBqZkq,pop,2.66E-05,0.495,0.711,0.183,-3.411,180.031,0.606
How Do You Do,Shakira,"['angry', 'powerful', 'thoughtful', 'energetic']",6YDBAZHIcOEo1rSrcca7rJ,pop,0.139,0.621,0.686,0.245,-4.662,83.469,0.444
Lion's Teeth,The Mountain Goats,"['angry', 'powerful']",5XzpED4DauHRbeU9wIX2Px,indie,0.00403,0.681,0.407,0.169,-9.584,124.607,0.627
Going to Georgia,The Mountain Goats,"['angry', 'wistful', 'driving']",1ey9ub4AISvEmjM7tkoBh0,indie,0.579,0.569,0.44,0.115,-10.598,118.382,0.326
The Height of Callousness,Spineshank,"['angry', 'visceral']",3yJk2ERDKdFHOXlpsR17o4,metal,8.11E-06,0.317,0.959,0.124,-5.283,194.992,0.565
Awesome (feat. The Cool Kids),The Bloody Beetroots,"['angry', 'trippy']",0XFYe43c3nkd8yPQ4hDGFs,electro,0.0674,0.688,0.88,0.309,-5.231,179.972,0.896
Pig,Sparklehorse,"['angry', 'energetic']",6NMG1f5QGi1fadM1fJdEaw,indie,0.0401,0.31,0.912,0.309,-6.792,76.266,0.155
Feel,Stereophonics,['angry'],4KwBfWIgYAFCQQgXTAVZyw,rock,0.0773,0.351,0.8,0.151,-3.706,142.068,0.0783
The Promise,The Cure,"['angry', 'intense', 'dark', 'powerful', 'atmospheric']",2UXzCNvGSXfjeU5Iynwqhp,rock,0.000625,0.34,0.933,0.423,-3.944,179.985,0.167
Punker Plus,Le Tigre,['angry'],5QDhEhYNuJlmSkc1zm5X0y,indie,0.0799,0.838,0.933,0.0257,-3.205,91.827,0.944
Lightnin' Hopkins,R.E.M.,['angry'],0bE5gJJno8d6jBLgqHmx7k,rock,0.00018,0.557,0.735,0.0495,-9.982,131.426,0.705
The Waitress,Tori Amos,['angry'],0eZ6XqrsqUcEKYbLx8zkU3,alternative,0.753,0.598,0.394,0.148,-10.538,133.589,0.444
Shake It,Tom Waits,"['angry', 'quirky']",4osAGX0bAz9H4cIuImnA8L,alternative,0.322,0.363,0.808,0.319,-7.139,90.822,0.676
We Are Winning,Flobots,"['angry', 'uplifting']",3uD6ZQB58O7pT0GI8VmK0Z,hip-hop,0.0161,0.711,0.51,0.0629,-9.177,155.041,0.845
Citronella,Aesop Rock,['angry'],0lbcZq4CItnajRmqwnCq16,hip-hop,0.242,0.529,0.818,0.0786,-9.383,84.063,0.7
Fillthee,Otep,['angry'],0AWMwRNXNc0bX2sPLWrxX7,metal,4.79E-05,0.549,0.994,0.0673,-3.978,120.802,0.473
Romeo Had Juliette,Lou Reed,"['angry', 'cynical']",6tM8cMX9S4AyRd5sDDrzhN,rock,0.411,0.55,0.706,0.788,-13.069,131.077,0.88
Dose,Filter,"['angry', 'dark']",7bBHdsHutuRPJjb9dufPP1,rock,4.44E-05,0.394,0.912,0.0368,-7.126,158.881,0.334
The Calendar Hung Itself...,Bright Eyes,['angry'],2oYjBqFcNA07SUj62EkKpY,indie,0.00108,0.4,0.888,0.0874,-6.17,113.392,0.569
Costume Makes the Clown,Shakira,"['angry', 'fierce', 'powerful', 'energetic']",6IkZCUzTNVdBpIixdippHA,rock,0.0495,0.539,0.645,0.121,-4.728,162.01,0.506
"As We Go Up, We Go Down",Guided by Voices,"['angry', 'bittersweet']",7g516Dn1Xrp8OdtLntHVmr,indie,0.0997,0.389,0.896,0.0707,-6.179,95.301,0.733
I Don't Wanna Wait,The Veronicas,['angry'],4wGaMOlUv7j7g2Mlc47k0M,pop,0.0146,0.577,0.851,0.965,-4.035,119.995,0.482
All The Time,Tom Waits,"['angry', 'nervous']",62EnbSrZNKr4gDc2cfHRgx,rock,0.382,0.633,0.884,0.632,-8.379,128.175,0.742
Get Out of My House,Kate Bush,"['angry', 'manic', 'dark', 'cynical']",5YsEglADppBRUYCIIvnglm,alternative,0.481,0.514,0.623,0.173,-14.176,101.64,0.51
Baba,Alanis Morissette,"['angry', 'sarcastic']",60usyT7p4x6HJnbqzsUyEM,rock,0.0014,0.467,0.676,0.128,-7.25,131.484,0.54
The Life And Death Of Mr. Badmouth,PJ Harvey,['angry'],3pTAjWnz0BRJo9odLLQatA,alternative,0.712,0.707,0.369,0.111,-10.308,142.054,0.378
Still,Geto Boys,['angry'],5PONCrsJnRyMsHBsnUS6I9,rap,0.0141,0.687,0.858,0.158,-6.471,87.869,0.398
Shame,System of a Down,['angry'],44go3ZmDNtKdfCc15IseAx,metal,0.00312,0.467,0.849,0.119,-4.646,120.229,0.764
Pancake,Tori Amos,['angry'],3UkYhZrL4RrjQbxxth6uQ0,alternative,0.8,0.592,0.55,0.114,-9.097,133.952,0.573
Fear of Dying,Jack Off Jill,['angry'],78EGz1N277AgdqBDpiehpD,rock,1.33E-05,0.385,0.97,0.118,-3.504,187.658,0.649
Control,Poe,['angry'],0owm8bC565CWVhe4Ph0yNX,rock,0.0933,0.408,0.839,0.685,-6.916,161.804,0.395
Losing Control,This Providence,['angry'],0ORoS4Y3jKjcFM1tCghFaF,rock,0.000397,0.49,0.813,0.0773,-6.677,164.948,0.629
The Battle of Hampton Roads,Titus Andronicus,['angry'],36DRRyVWwc0aypv0vaS9AL,indie,0.0453,0.206,0.847,0.311,-5.065,169.055,0.147
The Game Of Who Needs Who The Worst,Cursive,"['angry', 'intense', 'tragic']",3JPb5kcCPNB9h0cn9POaGX,indie,0.118,0.503,0.7,0.153,-6.759,120.766,0.453
"If It Wasn't For Hate, We'd Be Dead By Now",Lostprophets,"['angry', 'energetic']",0zkWAXa36oaEb4NdMnj0he,rock,0.0126,0.378,0.947,0.451,-4.094,147.219,0.306
Put em in the Grave,Jedi Mind Tricks,"['angry', 'confrontational', 'hostile', 'malevolent', 'menacing', 'outrageous', 'scary music', 'eerie', 'gloomy', 'paranoid', 'bleak', 'brooding', 'somber']",5QluxyMLe9F8P4VsdB7Jbh,rap,0.0168,0.719,0.75,0.153,-5.523,94.626,0.709
Stay Beautiful,Manic Street Preachers,"['angry', 'explosive', 'provocative']",1u2DxL3aR82DxlU2Kj1R4F,rock,0.000967,0.541,0.939,0.294,-8.603,148.023,0.759
Lil' Putos,Cypress Hill,['angry'],5HNWXHeqgZII2dC3YwjUaE,hip-hop,0.017,0.714,0.831,0.347,-11.812,181.804,0.578
When I Am Queen,Jack Off Jill,['angry'],4yaKON1eTD49KkW3b1AwPY,rock,0.00467,0.694,0.959,0.421,-5.492,100.899,0.463
Action Needs an Audience,Jimmy Eat World,"['angry', 'lyrical']",4wWQfo5vHRiwDsAVVEPPVn,alternative,0.000193,0.515,0.952,0.102,-3.833,131.088,0.491
